row_idx,subject_id,sentence_index,task_name,split_name,pickle_file,target_string,seq_len
169,ZAB,255,task3-TSR-2.0,train,v1-task1-SR-ZAB-255.pickle,"This method almost never fails him, and it works superbly here.",11
170,ZAB,256,task3-TSR-2.0,train,v1-task1-SR-ZAB-256.pickle,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,17
171,ZAB,257,task3-TSR-2.0,train,v1-task1-SR-ZAB-257.pickle,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,15
172,ZAB,258,task3-TSR-2.0,train,v1-task1-SR-ZAB-258.pickle,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...",13
173,ZAB,259,task3-TSR-2.0,train,v1-task1-SR-ZAB-259.pickle,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism.,15
174,ZAB,26,task3-TSR-2.0,train,v1-task1-SR-ZAB-26.pickle,I love the robust middle of this picture.,7
175,ZAB,260,task3-TSR-2.0,train,v1-task1-SR-ZAB-260.pickle,"LaBute can't avoid a fatal mistake in the modern era: He's changed the male academic from a lower-class Brit to an American, a choice that upsets the novel's exquisite balance and shreds the fabric of the film.",31
176,ZAB,261,task3-TSR-2.0,train,v1-task1-SR-ZAB-261.pickle,A biopic about Crane's life in the classic tradition but evolves into what has become of us all in the era of video.,19
177,ZAB,262,task3-TSR-2.0,train,v1-task1-SR-ZAB-262.pickle,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",11
178,ZAB,263,task3-TSR-2.0,train,v1-task1-SR-ZAB-263.pickle,... think of it as American Pie On Valium.,6
179,ZAB,264,task3-TSR-2.0,train,v1-task1-SR-ZAB-264.pickle,Gere gives a good performance in a film that doesn't merit it.,9
180,ZAB,265,task3-TSR-2.0,train,v1-task1-SR-ZAB-265.pickle,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",24
181,ZAB,266,task3-TSR-2.0,train,v1-task1-SR-ZAB-266.pickle,The Pianist is Polanski's best film.,4
182,ZAB,267,task3-TSR-2.0,train,v1-task1-SR-ZAB-267.pickle,Maybe Thomas Wolfe was right: You can't go home again.,8
183,ZAB,268,task3-TSR-2.0,train,v1-task1-SR-ZAB-268.pickle,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",11
184,ZAB,269,task3-TSR-2.0,train,v1-task1-SR-ZAB-269.pickle,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",12
185,ZAB,270,task3-TSR-2.0,train,v1-task1-SR-ZAB-270.pickle,"If you enjoy being rewarded by a script that assumes you aren't very bright, then Blood Work is for you.",15
186,ZAB,271,task3-TSR-2.0,train,v1-task1-SR-ZAB-271.pickle,"Like Rudy Yellow Lodge, Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",21
187,ZAB,272,task3-TSR-2.0,train,v1-task1-SR-ZAB-272.pickle,But his showboating wise-cracker stock persona sure is getting old.,10
188,ZAB,273,task3-TSR-2.0,train,v1-task1-SR-ZAB-273.pickle,"Circuit queens won't learn a thing, they'll be too busy cursing the film's strategically placed white sheets.",16
189,ZAB,274,task3-TSR-2.0,train,v1-task1-SR-ZAB-274.pickle,"A lot of talent is wasted in this crass, low-wattage endeavor.",10
190,ZAB,275,task3-TSR-2.0,train,v1-task1-SR-ZAB-275.pickle,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",29
191,ZAB,276,task3-TSR-2.0,train,v1-task1-SR-ZAB-276.pickle,The second coming of Harry Potter is a film far superior to its predecessor.,10
192,ZAB,277,task3-TSR-2.0,train,v1-task1-SR-ZAB-277.pickle,This stuck pig of a movie flails limply between bizarre comedy and pallid horror.,13
193,ZAB,278,task3-TSR-2.0,train,v1-task1-SR-ZAB-278.pickle,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",24
194,ZAB,279,task3-TSR-2.0,train,v1-task1-SR-ZAB-279.pickle,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",28
195,ZAB,28,task3-TSR-2.0,train,v1-task1-SR-ZAB-28.pickle,The soundtrack alone is worth the price of admission.,8
196,ZAB,280,task3-TSR-2.0,train,v1-task1-SR-ZAB-280.pickle,"The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",24
197,ZAB,281,task3-TSR-2.0,train,v1-task1-SR-ZAB-281.pickle,Even more baffling is that it's funny.,6
198,ZAB,282,task3-TSR-2.0,train,v1-task1-SR-ZAB-282.pickle,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.",32
199,ZAB,283,task3-TSR-2.0,train,v1-task1-SR-ZAB-283.pickle,"Hard, endearing, caring, warm.",5
200,ZAB,284,task3-TSR-2.0,train,v1-task1-SR-ZAB-284.pickle,"I have no problem with ``difficult'' movies, or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out.",21
201,ZAB,285,task3-TSR-2.0,train,v1-task1-SR-ZAB-285.pickle,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,18
202,ZAB,286,task3-TSR-2.0,train,v1-task1-SR-ZAB-286.pickle,Both the crime story and the love story are unusual.,10
203,ZAB,287,task3-TSR-2.0,train,v1-task1-SR-ZAB-287.pickle,It's never a good sign when a film's star spends the entirety of the film in a coma.,10
204,ZAB,288,task3-TSR-2.0,train,v1-task1-SR-ZAB-288.pickle,A creaky staircase gothic.,4
205,ZAB,289,task3-TSR-2.0,train,v1-task1-SR-ZAB-289.pickle,"If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the (unfortunately R-rated) Paid.",15
206,ZAB,29,task3-TSR-2.0,train,v1-task1-SR-ZAB-29.pickle,Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle.,18
207,ZAB,290,task3-TSR-2.0,train,v1-task1-SR-ZAB-290.pickle,"If you're a WWF fan, or you related to the people who watched the robots getting butchered in A.I., you'll probably like Rollerball.",13
208,ZAB,291,task3-TSR-2.0,train,v1-task1-SR-ZAB-291.pickle,Norton holds the film together.,6
209,ZAB,292,task3-TSR-2.0,train,v1-task1-SR-ZAB-292.pickle,"A breathtaking adventure for all ages, Spirit tells its poignant and uplifting story in a stunning fusion of music and images.",14
210,ZAB,293,task3-TSR-2.0,train,v1-task1-SR-ZAB-293.pickle,It won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke.,18
211,ZAB,294,task3-TSR-2.0,train,v1-task1-SR-ZAB-294.pickle,Largely a for-fans artifact.,5
212,ZAB,295,task3-TSR-2.0,train,v1-task1-SR-ZAB-295.pickle,A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls.,14
213,ZAB,296,task3-TSR-2.0,train,v1-task1-SR-ZAB-296.pickle,"If you're over 25, have an IQ over 90, and have a driver's license, you should be able to find better entertainment.",20
214,ZAB,297,task3-TSR-2.0,train,v1-task1-SR-ZAB-297.pickle,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,14
215,ZAB,298,task3-TSR-2.0,train,v1-task1-SR-ZAB-298.pickle,"The doofus-on-the-loose banter of Welcome to Collinwood has a cocky, after-hours loopiness to it.",12
216,ZAB,299,task3-TSR-2.0,train,v1-task1-SR-ZAB-299.pickle,It's the funniest American comedy since Graffiti Bridge.,7
217,ZAB,3,task3-TSR-2.0,train,v1-task1-SR-ZAB-3.pickle,"Slow, silly and unintentionally hilarious.",6
218,ZAB,30,task3-TSR-2.0,train,v1-task1-SR-ZAB-30.pickle,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment.",13
219,ZAB,300,task3-TSR-2.0,train,v1-task1-SR-ZAB-300.pickle,Samuel Beckett applied to the Iranian voting process.,9
220,ZAB,301,task3-TSR-2.0,train,v1-task1-SR-ZAB-301.pickle,A strangely compelling and brilliantly acted psychological drama.,7
221,ZAB,302,task3-TSR-2.0,train,v1-task1-SR-ZAB-302.pickle,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",17
222,ZAB,303,task3-TSR-2.0,train,v1-task1-SR-ZAB-303.pickle,"This enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",21
223,ZAB,304,task3-TSR-2.0,train,v1-task1-SR-ZAB-304.pickle,"I didn't laugh at the ongoing efforts of Cube, and his skinny buddy Mike Epps, to make like Laurel and Hardy'n the hood.",11
224,ZAB,305,task3-TSR-2.0,train,v1-task1-SR-ZAB-305.pickle,"At its best when the guarded, resentful Betty and the manipulative yet needy Margot are front and center.",14
225,ZAB,306,task3-TSR-2.0,train,v1-task1-SR-ZAB-306.pickle,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,11
226,ZAB,307,task3-TSR-2.0,train,v1-task1-SR-ZAB-307.pickle,"That is essentially what's missing from Blackboards -- the sense of something bigger, some ultimate point.",13
227,ZAB,308,task3-TSR-2.0,train,v1-task1-SR-ZAB-308.pickle,"It's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script, unimpressive acting and indifferent direction.",19
228,ZAB,309,task3-TSR-2.0,train,v1-task1-SR-ZAB-309.pickle,"While obviously an extremely personal work, it remains inextricably stuck in an emotionally unavailable rut.",14
229,ZAB,31,task3-TSR-2.0,train,v1-task1-SR-ZAB-31.pickle,"Featuring a dangerously seductive performance from the great Daniel Auteuil, ``Sade'' covers the same period as Kaufmann's ``Quills'' with more unsettlingly realistic results.",21
230,ZAB,310,task3-TSR-2.0,train,v1-task1-SR-ZAB-310.pickle,"A dim-witted and lazy spin-off of the Animal Planet documentary series, Crocodile Hunter is entertainment opportunism at its most glaring.",15
231,ZAB,311,task3-TSR-2.0,train,v1-task1-SR-ZAB-311.pickle,"The good is very, very good... The rest runs from mildly unimpressive to despairingly awful.",13
232,ZAB,312,task3-TSR-2.0,train,v1-task1-SR-ZAB-312.pickle,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",18
233,ZAB,313,task3-TSR-2.0,train,v1-task1-SR-ZAB-313.pickle,One of the most exciting action films to come out of China in recent years.,12
234,ZAB,314,task3-TSR-2.0,train,v1-task1-SR-ZAB-314.pickle,Adam Sandler's Eight Crazy Nights grows on you -- like a rash.,8
235,ZAB,315,task3-TSR-2.0,train,v1-task1-SR-ZAB-315.pickle,"The film feels formulaic, its plot and pacing typical Hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",20
236,ZAB,316,task3-TSR-2.0,train,v1-task1-SR-ZAB-316.pickle,"... pitiful, slapdash disaster.",4
237,ZAB,317,task3-TSR-2.0,train,v1-task1-SR-ZAB-317.pickle,"As it stands, there's some fine sex onscreen, and some tense arguing, but not a whole lot more.",12
238,ZAB,318,task3-TSR-2.0,train,v1-task1-SR-ZAB-318.pickle,It's neither as romantic nor as thrilling as it should be.,7
239,ZAB,319,task3-TSR-2.0,train,v1-task1-SR-ZAB-319.pickle,Returning director Rob Minkoff... and screenwriter Bruce Joel Rubin... have done a fine job of updating White's dry wit to a new age.,17
240,ZAB,32,task3-TSR-2.0,train,v1-task1-SR-ZAB-32.pickle,"The movie is for fans who can't stop loving anime, and the fanatical excess built into it.",13
241,ZAB,33,task3-TSR-2.0,train,v1-task1-SR-ZAB-33.pickle,"The Ring is worth a look, if you don't demand much more than a few cheap thrills from your Halloween entertainment.",15
242,ZAB,34,task3-TSR-2.0,train,v1-task1-SR-ZAB-34.pickle,"Beautifully observed, miraculously unsentimental comedy-drama.",6
243,ZAB,35,task3-TSR-2.0,train,v1-task1-SR-ZAB-35.pickle,"What makes How I Killed My Father compelling, besides its terrific performances, is Fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.",21
244,ZAB,36,task3-TSR-2.0,train,v1-task1-SR-ZAB-36.pickle,"This hastily mounted production exists only to capitalize on Hopkins' inclination to play Hannibal Lecter again, even though Harris has no immediate inclination to provide a fourth book.",23
245,ZAB,37,task3-TSR-2.0,train,v1-task1-SR-ZAB-37.pickle,Bullock's complete lack of focus and ability quickly derails the film.,10
246,ZAB,38,task3-TSR-2.0,train,v1-task1-SR-ZAB-38.pickle,"... a plotline that's as lumpy as two-day old porridge... the filmmakers' paws, sad to say, were all over this ``un-bear-able'' project!",17
247,ZAB,39,task3-TSR-2.0,train,v1-task1-SR-ZAB-39.pickle,Crush could be the worst film a man has made about women since Valley of the Dolls.,11
248,ZAB,4,task3-TSR-2.0,train,v1-task1-SR-ZAB-4.pickle,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",11
249,ZAB,40,task3-TSR-2.0,train,v1-task1-SR-ZAB-40.pickle,"Reassuring, retro uplifter.",4
250,ZAB,41,task3-TSR-2.0,train,v1-task1-SR-ZAB-41.pickle,Flaccid drama and exasperatingly slow journey.,7
251,ZAB,42,task3-TSR-2.0,train,v1-task1-SR-ZAB-42.pickle,The Movie will reach far beyond its core demographic.,10
252,ZAB,43,task3-TSR-2.0,train,v1-task1-SR-ZAB-43.pickle,How did it ever get made?,5
253,ZAB,44,task3-TSR-2.0,train,v1-task1-SR-ZAB-44.pickle,I like the new footage and still love the old stuff.,8
254,ZAB,45,task3-TSR-2.0,train,v1-task1-SR-ZAB-45.pickle,"It briefly flirts with player masochism, but the point of real interest -- audience sadism -- is evaded completely.",14
255,ZAB,46,task3-TSR-2.0,train,v1-task1-SR-ZAB-46.pickle,Could The Country Bears really be as bad as its trailers?,11
256,ZAB,47,task3-TSR-2.0,train,v1-task1-SR-ZAB-47.pickle,"At times, the movie looks genuinely pretty.",7
257,ZAB,48,task3-TSR-2.0,train,v1-task1-SR-ZAB-48.pickle,It depends on how well flatulence gags fit into your holiday concept.,11
258,ZAB,49,task3-TSR-2.0,train,v1-task1-SR-ZAB-49.pickle,"The stupidest, most insulting movie of 2002's first quarter.",9
259,ZAB,5,task3-TSR-2.0,train,v1-task1-SR-ZAB-5.pickle,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza.,12
260,ZAB,50,task3-TSR-2.0,train,v1-task1-SR-ZAB-50.pickle,The film seems a dead weight.,5
261,ZAB,51,task3-TSR-2.0,train,v1-task1-SR-ZAB-51.pickle,"Sparkling, often hilarious romantic jealousy comedy... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called `My Husband Is Travis Bickle'.",22
262,ZAB,52,task3-TSR-2.0,train,v1-task1-SR-ZAB-52.pickle,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",15
